TOA5	CR1000_HA07	CR1000	43363	CR1000.Std.22	CPU:Nyack_Met corrected_recal_11_27_12.CR1	48213	Met												
TIMESTAMP	RECORD	AirTC	RH	BP_mmHg	PAR_Den	SlrkW	Soil_T_C	VW	PA_uS	WindSpeed	WindDir	WindSpeed_S_WVT	WindDir_D1_WVT	WindDir_SD1_WVT	Rain_mm_Tot	AirTC_Max	AirTC_TMx	AirTC_Min	AirTC_TMn
TS	RN	Deg C	%	mmHg	umol/s/m^2	kW/m^2	Deg C		uSec	kph	Degrees	kph	Deg	Deg	mm	Deg C	Deg C	Deg C	Deg C
		Smp	Smp	Smp	Smp	Smp	Smp	Smp	Smp	Smp	Smp	WVc	WVc	WVc	Tot	Max	TMx	Min	TMn
9/9/2022 21:00	13359	3.488	92	768	0	0	14.7	0.139	22.22	1.312	175.8	0.756	280.5	65.22	0	4.846	9/9/2022 20:10	3.488	9/9/2022 21:00
9/9/2022 22:00	13360	2.813	92.1	768.5	0	0	14.68	0.139	22.22	0.214	337	1.183	330.2	35.18	0	3.729	9/9/2022 21:10	2.813	9/9/2022 22:00
9/9/2022 23:00	13361	1.49	96.5	768.6	0	0	14.65	0.139	22.22	0	281.6	0.931	308.3	23.96	0	2.677	9/9/2022 22:10	1.49	9/9/2022 23:00
9/10/2022 0:00	13362	0.676	98.3	768.4	0	0	14.58	0.139	22.2	0.046	188	0.659	257.3	66.12	0	1.664	9/9/2022 23:10	0.574	9/9/2022 23:50
9/10/2022 1:00	13363	0.949	99.6	768.5	0	0	14.49	0.139	22.2	2.226	85.1	0.882	3.868	80.8	0	0.949	9/10/2022 1:00	0.232	9/10/2022 0:40
9/10/2022 2:00	13364	-0.445	99.3	769.1	0	0	14.38	0.139	22.2	2.452	121	1.476	31.32	99.7	0	-0.074	9/10/2022 1:30	-0.551	9/10/2022 1:40
9/10/2022 3:00	13365	-1.022	99.8	769.3	0	0	14.26	0.139	22.2	0.129	163.3	0.784	273.1	65.2	0	-0.24	9/10/2022 2:10	-1.263	9/10/2022 2:50
9/10/2022 4:00	13366	-1.668	100	769.3	0	0	14.14	0.139	22.2	1.801	316.3	1.247	202.6	88.6	0	-1.397	9/10/2022 3:10	-2.524	9/10/2022 3:30
9/10/2022 5:00	13367	-1.496	100	769.4	0	0	13.99	0.139	22.19	0.513	273.8	1.677	311.3	21.86	0	-1.428	9/10/2022 4:10	-2.351	9/10/2022 4:50
9/10/2022 6:00	13368	-3.033	100	769.8	4.682	0.002	13.86	0.139	22.2	0.313	190.6	0.946	132.2	56.24	0	-2.18	9/10/2022 5:20	-3.478	9/10/2022 5:50
9/10/2022 7:00	13369	-1.456	100	770	192.6	0.097	13.72	0.139	22.19	0.493	329.7	0.877	319.3	83.1	0	-1.456	9/10/2022 7:00	-3.815	9/10/2022 6:20
9/10/2022 8:00	13370	1.838	91.6	769.7	602.5	0.303	13.57	0.139	22.19	3.288	310	0.937	313.2	55.89	0	1.838	9/10/2022 8:00	-1.082	9/10/2022 7:10
9/10/2022 9:00	13371	6.727	68.37	770	941	0.46	13.42	0.139	22.19	1.09	123.6	1.785	49.93	51.42	0	6.727	9/10/2022 9:00	2.521	9/10/2022 8:10
9/10/2022 10:00	13372	10.12	55.82	770.5	1207	0.592	13.28	0.138	22.18	2.517	101.7	2.351	71.81	79.2	0	10.12	9/10/2022 10:00	6.895	9/10/2022 9:10
9/10/2022 11:00	13373	14.43	42.9	768.8	1441	0.696	13.16	0.138	22.18	3.255	110.2	3.016	154.7	52.77	0	14.43	9/10/2022 11:00	10.53	9/10/2022 10:10
9/10/2022 12:00	13374	17.61	35.14	768.4	1541	0.746	13.08	0.138	22.16	3.942	154.1	3.254	85	88.3	0	17.61	9/10/2022 12:00	14.39	9/10/2022 11:10
9/10/2022 13:00	13375	19.63	26.61	767.7	1531	0.742	13.06	0.138	22.16	6.797	296.3	5.263	263.5	61.8	0	19.87	9/10/2022 12:50	18.21	9/10/2022 12:20
9/10/2022 14:00	13376	21.35	23.57	767.3	1398	0.683	13.07	0.138	22.16	6.86	344.3	6.994	296.8	36.89	0	21.35	9/10/2022 14:00	19.9	9/10/2022 13:10
9/10/2022 15:00	13377	21.76	24.12	766.8	1171	0.575	13.14	0.138	22.16	8.24	243.4	7.382	280.2	26.08	0	21.76	9/10/2022 15:00	20.98	9/10/2022 14:10
9/10/2022 16:00	13378	22.1	24.19	766.5	863	0.429	13.24	0.138	22.15	10.96	302.7	10.36	286.3	20.43	0	22.1	9/10/2022 16:00	21.83	9/10/2022 15:20
9/10/2022 17:00	13379	16.72	43.81	766.6	122.1	0.029	13.38	0.138	22.15	4.683	199.3	6.582	243	35.59	0	22.07	9/10/2022 16:20	16.72	9/10/2022 17:00
9/10/2022 18:00	13380	13.55	60.98	766.5	76.12	0.017	13.51	0.138	22.15	0.934	122.6	1.134	142.6	60.28	0	15.87	9/10/2022 17:10	13.34	9/10/2022 17:50
9/10/2022 19:00	13381	10.51	73.29	766.8	9.35	0.003	13.64	0.138	22.15	0.89	310.9	0.68	192.3	82.7	0	12.91	9/10/2022 18:10	10.51	9/10/2022 19:00
9/10/2022 20:00	13382	6.366	86.1	767	0	0	13.77	0.138	22.15	0	133.4	0.625	137.1	33.11	0	9.66	9/10/2022 19:10	6.366	9/10/2022 20:00
9/10/2022 21:00	13383	5.324	90.4	767.6	0.668	0	13.84	0.138	22.16	0.311	110.3	0.378	294.3	83.8	0	6.823	9/10/2022 20:30	5.324	9/10/2022 21:00
9/10/2022 22:00	13384	4.169	93.1	767.3	0	0	13.89	0.138	22.15	1.438	138.7	1.078	182.3	64.02	0	5.597	9/10/2022 21:20	4.169	9/10/2022 22:00
9/10/2022 23:00	13385	2.779	96.3	768	0	0	13.88	0.138	22.16	0	119.4	0.472	164.3	76.06	0	4.204	9/10/2022 22:10	2.779	9/10/2022 23:00
9/11/2022 0:00	13386	1.759	97.7	768.2	0	0	13.86	0.138	22.16	0.472	290	0.087	18.29	58.87	0	3.462	9/10/2022 23:10	1.448	9/10/2022 23:50
9/11/2022 1:00	13387	0.812	98.6	768.2	0.669	0	13.81	0.138	22.16	1.041	96.5	0.805	158.5	78.96	0	2.245	9/11/2022 0:40	0.812	9/11/2022 1:00
9/11/2022 2:00	13388	-0.383	99.4	768.2	0.669	0	13.73	0.138	22.15	1.825	146.6	0.687	140.3	10.63	0	1.359	9/11/2022 1:10	-0.383	9/11/2022 2:00
9/11/2022 3:00	13389	-0.178	100	767.9	0	0	13.65	0.138	22.15	0.162	249.2	0.534	278.4	19.37	0	0.813	9/11/2022 2:20	-0.314	9/11/2022 2:50
9/11/2022 4:00	13390	-0.922	100	768.7	0	0	13.55	0.138	22.16	0.303	144.2	0.727	69.95	99.2	0	-0.206	9/11/2022 3:30	-1.093	9/11/2022 3:50
9/11/2022 5:00	13391	-1.704	100	769	0	0	13.44	0.138	22.15	0.576	297.4	1.071	96.7	96.9	0	-0.647	9/11/2022 4:10	-2.557	9/11/2022 4:40
9/11/2022 6:00	13392	-2.146	100	770.1	4.682	0.002	13.31	0.138	22.15	0.509	190.7	0.827	319.8	55.95	0	-1.123	9/11/2022 5:30	-2.15	9/11/2022 5:10
9/11/2022 7:00	13393	-0.984	100	769.7	177.2	0.106	13.19	0.138	22.15	0	61.56	0.493	36.7	44.17	0	-0.984	9/11/2022 7:00	-2.419	9/11/2022 6:50
9/11/2022 8:00	13394	2.214	98.9	770	277.5	0.163	13.07	0.138	22.15	0.445	104.5	1.179	87.8	38.15	0	2.214	9/11/2022 8:00	-0.642	9/11/2022 7:10
9/11/2022 9:00	13395	6.287	79.02	769	713.9	0.392	12.94	0.138	22.15	3.979	138.2	1.682	71.53	46.25	0	6.287	9/11/2022 9:00	3.067	9/11/2022 8:10
9/11/2022 10:00	13396	9.51	63.71	768.8	932	0.497	12.82	0.137	22.14	4.035	44.87	3.175	65.69	28.17	0	9.51	9/11/2022 10:00	7.033	9/11/2022 9:10
9/11/2022 11:00	13397	13	52.15	768.1	1061	0.576	12.73	0.137	22.14	2.268	79.04	2.958	55.63	45.48	0	13	9/11/2022 11:00	10.22	9/11/2022 10:10
9/11/2022 12:00	13398	16.42	43.33	768	1078	0.585	12.65	0.137	22.14	3.236	160	2.398	336.1	57.64	0	16.42	9/11/2022 12:00	13.82	9/11/2022 11:10
9/11/2022 13:00	13399	20.32	34.83	767	622.9	0.288	12.63	0.137	22.12	4.257	73.82	4.167	114.8	52.15	0	20.32	9/11/2022 13:00	17.48	9/11/2022 12:10
9/11/2022 14:00	13400	22.02	31.04	767.1	826	0.464	12.65	0.137	22.12	4.468	139.1	3.208	130.1	54.6	0	22.02	9/11/2022 14:00	20.18	9/11/2022 13:10
9/11/2022 15:00	13401	23.02	28.55	766.3	511.9	0.279	12.72	0.137	22.12	0.517	274.9	2.303	162.2	95.4	0	23.29	9/11/2022 14:50	22.14	9/11/2022 14:30
9/11/2022 16:00	13402	21.22	46.06	766.3	491.9	0.252	12.81	0.137	22.11	1.867	207.8	2.238	196.6	75.95	0	22.72	9/11/2022 15:10	21.22	9/11/2022 16:00
9/11/2022 17:00	13403	18.43	56.62	766.1	250.3	0.107	12.93	0.137	22.12	2.538	204.1	2.559	200.4	28.61	0	22.83	9/11/2022 16:20	18.43	9/11/2022 17:00
9/11/2022 18:00	13404	15.8	65.82	765.6	115.5	0.048	13.07	0.137	22.12	2.06	8.08	1.961	124.5	75.29	0	17.89	9/11/2022 17:10	15.8	9/11/2022 18:00
9/11/2022 19:00	13405	12.38	80.6	765.8	5.343	0.002	13.19	0.137	22.12	0	270	0.45	170.5	58.03	0	15.28	9/11/2022 18:10	12.38	9/11/2022 19:00
9/11/2022 20:00	13406	8.57	86.9	766.5	0	0	13.31	0.137	22.12	1.644	148.2	1.616	143.5	81.1	0	11.35	9/11/2022 19:10	8.57	9/11/2022 20:00
9/11/2022 21:00	13407	6.509	93.6	767.9	0	0	13.39	0.137	22.12	0.488	134.2	1.036	160.4	87.1	0	8.95	9/11/2022 20:10	6.509	9/11/2022 21:00
9/11/2022 22:00	13408	6.246	88	767.2	0	0	13.44	0.137	22.12	1.315	31.84	1.436	113.2	97.1	0	7.534	9/11/2022 21:10	6.246	9/11/2022 22:00
9/11/2022 23:00	13409	5.427	97.3	766.8	0.668	0	13.47	0.137	22.14	2.216	236	1.729	244.7	96.7	0	6.246	9/11/2022 22:30	5.427	9/11/2022 23:00
9/12/2022 0:00	13410	4.338	98.4	767.9	0.668	0	13.45	0.137	22.14	2.285	181.4	1.62	116.9	76.49	0	5.358	9/11/2022 23:10	3.891	9/11/2022 23:30
9/12/2022 1:00	13411	4.516	98.9	767	0.668	0	13.42	0.137	22.14	1.01	228.2	1.161	103.4	81	0	4.516	9/12/2022 1:00	2.943	9/12/2022 0:40
9/12/2022 2:00	13412	3.53	99.1	767.4	0.668	0	13.38	0.137	22.12	0.522	181.1	0.768	158	50.07	0	3.938	9/12/2022 1:10	3.086	9/12/2022 1:50
9/12/2022 3:00	13413	2.847	99.6	767.3	0.668	0	13.31	0.137	22.14	1.351	167.4	1.458	58.2	89.6	0	3.052	9/12/2022 2:40	2.643	9/12/2022 2:10
9/12/2022 4:00	13414	2.643	99	767.6	0.668	0	13.24	0.137	22.14	2.159	225.8	1.581	187.9	77.05	0	3.325	9/12/2022 3:50	2.028	9/12/2022 3:10
9/12/2022 5:00	13415	1.891	99.7	767.7	0.668	0	13.15	0.137	22.12	2.095	50.27	1.682	29.01	85.4	0	3.291	9/12/2022 4:10	1.891	9/12/2022 5:00
9/12/2022 6:00	13416	1.287	99.9	768	2.006	0.001	13.08	0.137	22.12	1.235	160.5	1.068	260.5	63.8	0	2.369	9/12/2022 5:10	1.287	9/12/2022 6:00
9/12/2022 7:00	13417	2.111	100	767.9	83.6	0.043	13	0.137	22.12	1.487	230.2	1.806	157.9	56.36	0	2.111	9/12/2022 7:00	0.708	9/12/2022 6:10
9/12/2022 8:00	13418	4.658	98.6	767.6	334.3	0.192	12.91	0.137	22.12	1.448	10.25	1.631	340.4	62.69	0	4.658	9/12/2022 8:00	2.076	9/12/2022 7:10
9/12/2022 9:00	13419	7.236	85.8	767.5	479.9	0.275	12.8	0.137	22.12	0.476	354.6	0.913	95.1	53.86	0	7.236	9/12/2022 9:00	5.442	9/12/2022 8:10
9/12/2022 10:00	13420	10.87	67.38	768	561.3	0.276	12.73	0.137	22.12	5.518	98.1	3.017	72.72	52.37	0	10.87	9/12/2022 10:00	8.46	9/12/2022 9:10
9/12/2022 11:00	13421	14.26	53.38	766.5	886	0.436	12.66	0.137	22.11	1.738	68.24	1.558	61.29	29.96	0	14.26	9/12/2022 11:00	11.24	9/12/2022 10:10
9/12/2022 12:00	13422	18.39	44.48	765.7	1067	0.541	12.62	0.137	22.11	1.375	126.9	3.132	84	33.11	0	18.39	9/12/2022 12:00	14.6	9/12/2022 11:10
9/12/2022 13:00	13423	20.25	40.76	765.3	1178	0.584	12.62	0.137	22.11	2.174	17.59	1.855	39.98	58.42	0	20.25	9/12/2022 13:00	18.83	9/12/2022 12:20
9/12/2022 14:00	13424	22.41	43.5	764.4	531.3	0.251	12.65	0.137	22.11	3.747	352	2.39	110	94.2	0	23.03	9/12/2022 13:50	21.44	9/12/2022 13:10
9/12/2022 15:00	13425	22.41	42.62	764.4	393.8	0.196	12.72	0.136	22.09	6.411	280.4	2.933	293.5	83.3	0	22.92	9/12/2022 14:50	22.1	9/12/2022 14:10
9/12/2022 16:00	13426	22.17	52.19	763.4	208.9	0.105	12.81	0.136	22.09	2.348	166.3	2.499	148.2	84.9	0	23.09	9/12/2022 15:20	22.17	9/12/2022 16:00
9/12/2022 17:00	13427	23.38	31.45	763.4	249	0.131	12.92	0.136	22.09	10.59	128.1	7.604	140	23.28	0	23.38	9/12/2022 17:00	22.72	9/12/2022 16:10
9/12/2022 18:00	13428	22.15	30.8	763.3	56.73	0.028	13.05	0.136	22.09	11.79	68.69	11.02	111.6	35.9	0	23.35	9/12/2022 17:20	21.98	9/12/2022 17:40
9/12/2022 19:00	13429	19.19	43.48	763.2	2.67	0.001	13.17	0.136	22.09	6.037	152.3	9.28	139.4	25.13	0	21.88	9/12/2022 18:10	19.19	9/12/2022 19:00
9/12/2022 20:00	13430	18.21	45.23	763.2	0	0	13.28	0.137	22.11	9.24	140.3	8.68	141.7	14.89	0	19.3	9/12/2022 19:30	18.17	9/12/2022 19:20
9/12/2022 21:00	13431	20.19	34.15	762.1	0	0	13.39	0.137	22.11	10.3	164.9	9.4	149.3	12.04	0	20.19	9/12/2022 20:20	19.03	9/12/2022 20:40
9/12/2022 22:00	13432	19.68	35.55	762	0	0	13.46	0.137	22.11	8.38	169.8	10.05	145.4	17.91	0	20.36	9/12/2022 21:40	19.41	9/12/2022 21:20
9/12/2022 23:00	13433	14.37	59.96	762.2	0	0	13.51	0.137	22.11	3.082	127.2	6.714	132.5	41.75	0	19.51	9/12/2022 22:10	14.37	9/12/2022 23:00
9/13/2022 0:00	13434	12.24	72.77	761.9	0	0	13.56	0.137	22.11	2.042	291.7	2.315	12.39	84.6	0	13.45	9/12/2022 23:10	12.09	9/12/2022 23:30
9/13/2022 1:00	13435	9.35	81.2	763	0	0	13.61	0.137	22.11	1.272	24.7	1.678	20.74	71.31	0	11.84	9/13/2022 0:10	9.35	9/13/2022 0:50
9/13/2022 2:00	13436	7.667	91.7	761.7	0	0	13.62	0.137	22.12	1.288	162.8	1.47	138	66.44	0	8.78	9/13/2022 1:20	7.321	9/13/2022 1:40
9/13/2022 3:00	13437	8.69	88.3	761.8	0	0	13.62	0.137	22.12	1.532	128.5	2.601	151	69.48	0	8.76	9/13/2022 2:30	7.499	9/13/2022 2:10
9/13/2022 4:00	13438	9.13	88.5	761.2	0	0	13.62	0.137	22.11	0.142	162.4	1.878	327.4	72.95	0	9.27	9/13/2022 3:50	8.59	9/13/2022 3:10
9/13/2022 5:00	13439	8.89	89.5	761.7	0	0	13.58	0.137	22.11	2.016	264	1.673	309.9	86.9	0	9.33	9/13/2022 4:30	8.89	9/13/2022 5:00
9/13/2022 6:00	13440	9.61	86.1	761.7	0.668	0	13.54	0.137	22.12	1.138	322.9	2.083	213	75.74	0	9.61	9/13/2022 6:00	9.16	9/13/2022 5:40
9/13/2022 7:00	13441	9.78	87.9	761.6	54.79	0.027	13.51	0.137	22.12	1.553	31.15	2.202	104.6	82	0	9.78	9/13/2022 7:00	9.44	9/13/2022 6:40
9/13/2022 8:00	13442	10.73	82.1	761.4	197.8	0.093	13.47	0.137	22.12	3.568	309.4	1.005	319.2	67.63	0	10.73	9/13/2022 8:00	9.95	9/13/2022 7:10
9/13/2022 9:00	13443	13.14	68.18	761.5	493	0.268	13.44	0.137	22.12	1.409	310.7	1.41	280.2	78.6	0	13.14	9/13/2022 9:00	11.04	9/13/2022 8:10
9/13/2022 10:00	13444	15.24	58.96	760.9	605.1	0.299	13.39	0.137	22.12	0.791	140.4	0.523	322.3	65.51	0	15.24	9/13/2022 10:00	13.51	9/13/2022 9:30
9/13/2022 11:00	13445	17.1	51.95	760.8	691.2	0.339	13.37	0.137	22.11	2.022	291.1	1.748	350.5	49.57	0	17.1	9/13/2022 11:00	15.52	9/13/2022 10:10
9/13/2022 12:00	13446	18.25	49.39	760.9	398.6	0.19	13.37	0.137	22.11	0.958	93.8	1.483	68.89	54.9	0	18.29	9/13/2022 11:20	17.68	9/13/2022 11:10
9/13/2022 13:00	13447	18.69	50.55	760.9	444.7	0.214	13.39	0.137	22.11	3.969	32.93	3.623	132.6	55.04	0	18.73	9/13/2022 12:50	18.35	9/13/2022 12:10
9/13/2022 14:00	13448	20.18	48.94	760.7	561.5	0.276	13.43	0.137	22.11	2.082	24.92	2.963	127.9	54.17	0	20.22	9/13/2022 13:40	18.86	9/13/2022 13:10
9/13/2022 15:00	13449	20.79	47.37	759.9	514.7	0.255	13.48	0.137	22.11	2.204	121.9	2.087	124.6	50.91	0	20.79	9/13/2022 15:00	19.98	9/13/2022 14:10
9/13/2022 16:00	13450	20.89	50.88	760.3	434.5	0.22	13.54	0.137	22.11	2.97	22.06	2.236	107	73.17	0	21.34	9/13/2022 15:40	20.89	9/13/2022 16:00
9/13/2022 17:00	13451	20.01	62.43	760.1	183.5	0.088	13.62	0.137	22.11	0.902	129.5	1.509	114.6	78.27	0	21.34	9/13/2022 16:20	20.01	9/13/2022 17:00
9/13/2022 18:00	13452	16.92	78.12	760.2	107.5	0.056	13.71	0.137	22.11	1.054	177.1	1.411	107.6	70.25	0	19.33	9/13/2022 17:10	16.92	9/13/2022 18:00
9/13/2022 19:00	13453	14.41	84.5	760.3	2.671	0.001	13.79	0.137	22.12	1.027	248	1.028	114.8	67.1	0	16.78	9/13/2022 18:10	14.41	9/13/2022 19:00
9/13/2022 20:00	13454	12.04	92	760.6	0	0	13.87	0.137	22.12	1.78	82.5	2.098	52.66	83.3	0	13.87	9/13/2022 19:10	12.04	9/13/2022 20:00
9/13/2022 21:00	13455	10.24	94	761.1	0	0	13.92	0.137	22.12	0.343	353.2	1.088	85.6	85.8	0	11.7	9/13/2022 20:10	10.24	9/13/2022 21:00
9/13/2022 22:00	13456	9.3	97.6	760.8	0	0	13.97	0.137	22.12	0.852	344	1.091	263.3	69.2	0	10.38	9/13/2022 21:10	8.38	9/13/2022 21:40
9/13/2022 23:00	13457	7.125	98.2	761	0	0	13.98	0.137	22.12	2.711	52.82	0.737	134.3	43.11	0	8.41	9/13/2022 22:10	7.125	9/13/2022 23:00
9/14/2022 0:00	13458	6.007	98.3	761.4	0.668	0	13.96	0.137	22.12	0.642	119.5	0.659	18.92	86.1	0	7.607	9/13/2022 23:20	6.007	9/14/2022 0:00
9/14/2022 1:00	13459	5.358	99.3	761.8	0.668	0	13.93	0.137	22.12	0	20.31	0.099	20.33	0	0	6.28	9/14/2022 0:20	5.188	9/14/2022 0:50
9/14/2022 2:00	13460	5.051	99.5	761.2	0.668	0	13.89	0.137	22.12	0	64.22	0	0	0	0	5.802	9/14/2022 1:40	4.812	9/14/2022 1:30
9/14/2022 3:00	13461	5.119	99.6	762.5	0.668	0	13.83	0.137	22.12	0.355	335.9	0.258	5.457	58.03	0	5.563	9/14/2022 2:10	4.915	9/14/2022 2:30
9/14/2022 4:00	13462	4.444	99.8	761.9	0.668	0	13.75	0.137	22.12	0	151.4	0.329	67.7	16.41	0	4.778	9/14/2022 3:10	3.788	9/14/2022 3:30
9/14/2022 5:00	13463	3.325	100	762.5	0.668	0	13.66	0.137	22.12	0.41	100.2	0.429	36.37	68.5	0	4.206	9/14/2022 4:30	3.325	9/14/2022 5:00
9/14/2022 6:00	13464	2.847	100	762.6	2.005	0	13.57	0.137	22.12	0	52.55	0.948	98.3	26.59	0	3.325	9/14/2022 5:10	2.028	9/14/2022 5:30
9/14/2022 7:00	13465	3.462	100	762.7	86.9	0.041	13.47	0.137	22.12	0	114.5	0.514	158.5	55.42	0	3.462	9/14/2022 7:00	2.813	9/14/2022 6:10
9/14/2022 8:00	13466	5.774	99.7	763.7	270.1	0.146	13.38	0.137	22.12	1.744	322.5	1.69	299.4	19.77	0	5.774	9/14/2022 8:00	3.735	9/14/2022 7:10
9/14/2022 9:00	13467	8.77	99.5	763.5	568	0.307	13.27	0.137	22.12	1.135	95	1.215	94.1	31.42	0	8.77	9/14/2022 9:00	6.042	9/14/2022 8:10
9/14/2022 10:00	13468	13.28	72.55	762.8	855	0.451	13.19	0.137	22.12	0.588	266	1.834	41.29	60.02	0	13.28	9/14/2022 10:00	8.97	9/14/2022 9:10
9/14/2022 11:00	13469	16.97	54.86	762.5	1059	0.549	13.12	0.137	22.11	1.358	56.35	1.576	7.032	66.44	0	16.97	9/14/2022 11:00	13.65	9/14/2022 10:10
9/14/2022 12:00	13470	20.05	45.09	761.9	1178	0.604	13.08	0.137	22.11	2.738	131.8	2.86	94.2	70.13	0	20.05	9/14/2022 12:00	17.34	9/14/2022 11:10
9/14/2022 13:00	13471	22.1	38.22	762.5	1039	0.589	13.06	0.137	22.11	3.139	307.6	2.063	265.2	91.6	0	22.1	9/14/2022 13:00	20.56	9/14/2022 12:10
9/14/2022 14:00	13472	21.25	46.3	761.4	403.8	0.163	13.1	0.137	22.11	5.874	314	5.25	310.4	11.31	0	21.66	9/14/2022 13:30	20.81	9/14/2022 13:20
9/14/2022 15:00	13473	21.5	43.34	761.5	355.7	0.165	13.17	0.137	22.11	9.69	273.6	9.24	300.4	18.98	0	21.83	9/14/2022 14:40	20.94	9/14/2022 14:10
9/14/2022 16:00	13474	21.61	42.56	762.3	573.3	0.303	13.27	0.136	22.09	10.89	311.2	11.5	311.4	10.76	0	21.68	9/14/2022 15:20	21.3	9/14/2022 15:10
9/14/2022 17:00	13475	20.96	46.99	761.9	270.3	0.105	13.38	0.136	22.09	5.241	244	6.6	267.1	20.48	0	21.57	9/14/2022 16:20	20.71	9/14/2022 16:30
9/14/2022 18:00	13476	17.69	69.38	761.8	114.2	0.051	13.5	0.137	22.11	2.696	107.9	3.707	244.4	75.64	0	20.96	9/14/2022 17:20	17.69	9/14/2022 18:00
9/14/2022 19:00	13477	14.71	79.32	761.8	2.003	0.001	13.62	0.137	22.11	3.472	148.2	2.188	95	87.2	0	16.88	9/14/2022 18:10	14.71	9/14/2022 19:00
9/14/2022 20:00	13478	13.6	81.2	763	0	0	13.71	0.136	22.09	2.438	121.2	1.659	150.7	45.45	0	14.68	9/14/2022 19:10	13.6	9/14/2022 20:00
9/14/2022 21:00	13479	10.37	92.9	763.1	0	0	13.78	0.137	22.11	1.685	19.52	1.54	224.6	92.2	0	12.65	9/14/2022 20:10	10.37	9/14/2022 21:00
9/14/2022 22:00	13480	8.86	92.3	762.8	0	0	13.83	0.137	22.11	2.284	65.45	1.787	197.7	85.5	0	10.58	9/14/2022 21:10	8.65	9/14/2022 21:50
9/14/2022 23:00	13481	7.875	97.1	763.3	0.668	0	13.86	0.137	22.11	1.451	213.6	1.581	231.8	54.16	0	8.79	9/14/2022 22:10	7.875	9/14/2022 23:00
9/15/2022 0:00	13482	6.075	97.4	763.6	0.668	0	13.85	0.137	22.11	0.897	85	1.028	216.3	80.2	0	7.569	9/14/2022 23:10	6.075	9/15/2022 0:00
9/15/2022 1:00	13483	5.085	98.3	764	0.668	0	13.84	0.137	22.11	0.357	99.5	0.369	154.4	29.43	0	6.109	9/15/2022 0:20	5.085	9/15/2022 1:00
9/15/2022 2:00	13484	4.369	99.3	763.5	0.668	0	13.8	0.137	22.11	0.522	197.2	0.37	162.3	29.32	0	5.392	9/15/2022 1:10	4.164	9/15/2022 1:50
9/15/2022 3:00	13485	3.625	99.6	764.1	0.668	0	13.74	0.137	22.11	0.126	110.9	0.476	112.5	79.92	0	4.748	9/15/2022 2:10	3.625	9/15/2022 3:00
9/15/2022 4:00	13486	3.667	100	763.8	0.668	0	13.65	0.137	22.12	0	353.7	0.586	84.8	68.59	0	4.208	9/15/2022 3:20	3.562	9/15/2022 3:30
9/15/2022 5:00	13487	2.779	100	764.3	0.668	0	13.57	0.137	22.11	0	53.04	0.593	289.1	69.94	0	4.008	9/15/2022 4:10	2.779	9/15/2022 5:00
9/15/2022 6:00	13488	3.121	100	764.7	2.005	0.001	13.48	0.137	22.11	0.556	338	1.09	162.8	90.8	0	3.462	9/15/2022 5:30	2.335	9/15/2022 5:40
9/15/2022 7:00	13489	2.608	100	764.6	81.6	0.036	13.39	0.137	22.11	0	2.23	0.929	150.8	37.88	0	3.121	9/15/2022 6:20	2.335	9/15/2022 6:10
9/15/2022 8:00	13490	6.326	99.5	765.3	371.7	0.199	13.29	0.136	22.09	0.912	65.59	0.675	323.6	84.9	0	6.326	9/15/2022 8:00	3.257	9/15/2022 7:10
9/15/2022 9:00	13491	9.99	90.6	765.3	535.9	0.263	13.19	0.136	22.09	1.89	110.3	1.547	51.33	33.42	0	9.99	9/15/2022 9:00	6.864	9/15/2022 8:10
9/15/2022 10:00	13492	14.23	66.44	765	1018	0.508	13.09	0.136	22.09	2.412	72.94	2.612	98.5	51.25	0	14.23	9/15/2022 10:00	10.74	9/15/2022 9:10
9/15/2022 11:00	13493	17.27	56.96	764.5	1210	0.603	13.02	0.136	22.09	3.294	281	2.103	287.3	73.37	0	17.44	9/15/2022 10:50	14.57	9/15/2022 10:10
9/15/2022 12:00	13494	20.66	47.16	763.4	1119	0.554	12.98	0.137	22.11	2.973	56.08	3.67	109.7	31.57	0	20.66	9/15/2022 12:00	18.35	9/15/2022 11:10
9/15/2022 13:00	13495	20.31	50.39	763.4	475.9	0.203	12.97	0.136	22.09	7.716	334.4	9.59	317.8	17.01	0	21.13	9/15/2022 12:40	20.31	9/15/2022 13:00
9/15/2022 14:00	13496	22.19	31.25	762.9	1324	0.672	13.01	0.136	22.09	14.72	286.7	12.44	307.6	21.81	0	22.29	9/15/2022 13:50	20.79	9/15/2022 13:10
9/15/2022 15:00	13497	22.89	33.83	762.7	1087	0.545	13.09	0.136	22.09	10.7	287.1	13.29	280	41.36	0	23.03	9/15/2022 14:10	22.61	9/15/2022 14:40
9/15/2022 16:00	13498	22.24	36.62	763	584	0.304	13.19	0.136	22.09	10.87	336.7	12.75	307.6	23.65	0	22.78	9/15/2022 15:10	21.59	9/15/2022 15:20
9/15/2022 17:00	13499	20.5	38.73	762.4	212.9	0.073	13.31	0.136	22.09	8.25	297.3	10.34	283.7	6.829	0	22.48	9/15/2022 16:10	20.5	9/15/2022 17:00
9/15/2022 18:00	13500	16.23	59.61	762.6	89.5	0.033	13.42	0.136	22.09	2.445	235.9	2.729	258	33.76	0	20.41	9/15/2022 17:10	16.23	9/15/2022 18:00
