TOA5	CR1000_HA07	CR1000	43363	CR1000.Std.22	CPU:Nyack_Met corrected_recal_11_27_12.CR1	48213	Met												
TIMESTAMP	RECORD	AirTC	RH	BP_mmHg	PAR_Den	SlrkW	Soil_T_C	VW	PA_uS	WindSpeed	WindDir	WindSpeed_S_WVT	WindDir_D1_WVT	WindDir_SD1_WVT	Rain_mm_Tot	AirTC_Max	AirTC_TMx	AirTC_Min	AirTC_TMn
TS	RN	Deg C	%	mmHg	umol/s/m^2	kW/m^2	Deg C		uSec	kph	Degrees	kph	Deg	Deg	mm	Deg C	Deg C	Deg C	Deg C
		Smp	Smp	Smp	Smp	Smp	Smp	Smp	Smp	Smp	Smp	WVc	WVc	WVc	Tot	Max	TMx	Min	TMn
4/1/2022 0:00	9474	-1.295	84.8	761.2	0	0	1.124	0.371	29.91	3.222	132.6	4.156	307	70.12	0	-0.168	3/31/2022 23:20	-1.465	3/31/2022 23:40
4/1/2022 1:00	9475	-0.986	81.4	761.5	0	0	1.125	0.371	29.91	5.188	305.5	4.197	1.67	45.75	0	0.347	4/1/2022 0:50	-1.055	4/1/2022 0:10
4/1/2022 2:00	9476	-1.978	84.6	760.9	0	0	1.106	0.371	29.91	5.814	268.1	4.447	264.9	26.06	0	-0.542	4/1/2022 1:10	-1.978	4/1/2022 2:00
4/1/2022 3:00	9477	-0.847	84.1	761.3	0	0	1.087	0.371	29.91	3.554	315.8	4.12	286.6	16.92	0	-0.847	4/1/2022 3:00	-2.592	4/1/2022 2:20
4/1/2022 4:00	9478	-0.337	82.2	761.7	0	0	1.068	0.371	29.91	5.05	222.8	4.671	267	44.14	0	-0.337	4/1/2022 4:00	-2.351	4/1/2022 3:20
4/1/2022 5:00	9479	0.172	80.8	761.6	0	0	1.045	0.372	29.92	1.89	133.4	2.669	269	72.42	0	0.72	4/1/2022 4:30	-0.542	4/1/2022 4:10
4/1/2022 6:00	9480	-0.752	82.8	761.3	0.669	0	1.024	0.372	29.92	3.271	342.6	2.599	8.69	77.87	0	-0.103	4/1/2022 5:40	-0.786	4/1/2022 5:50
4/1/2022 7:00	9481	0.784	74.36	761.9	80.2	0.036	0.995	0.372	29.92	2.91	301.1	3.555	258	40.79	0	0.784	4/1/2022 7:00	-0.478	4/1/2022 6:10
4/1/2022 8:00	9482	2.828	63.52	762.3	593.8	0.316	0.976	0.371	29.91	6.52	8.24	4.312	341.2	43.1	0	2.828	4/1/2022 8:00	0.574	4/1/2022 7:30
4/1/2022 9:00	9483	3.701	56.98	762	961	0.487	0.947	0.371	29.91	14.74	335.2	10.42	330.9	18.47	0	3.838	4/1/2022 8:50	3.169	4/1/2022 8:10
4/1/2022 10:00	9484	4.847	50.55	761.9	311.4	0.122	0.922	0.371	29.91	7.338	0.339	11.67	322.5	20.94	0	4.847	4/1/2022 10:00	3.998	4/1/2022 9:30
4/1/2022 11:00	9485	5.461	34.13	761.7	833	0.384	0.887	0.372	29.92	7.856	312.5	7.756	329.9	28.38	0.254	6.212	4/1/2022 10:50	4.812	4/1/2022 10:10
4/1/2022 12:00	9486	5.792	40.54	761.7	993	0.461	0.868	0.371	29.91	9.27	27.13	9.77	113.1	85.1	0	6.21	4/1/2022 11:20	5.666	4/1/2022 11:10
4/1/2022 13:00	9487	6.435	42.07	761.8	988	0.46	0.856	0.371	29.91	8.79	321.6	8.4	289	49	0.254	6.674	4/1/2022 12:40	5.995	4/1/2022 12:20
4/1/2022 14:00	9488	6.435	44.59	761.7	533.2	0.242	0.858	0.372	29.92	4.523	82.6	6.164	96.9	84.7	0	6.435	4/1/2022 14:00	6.094	4/1/2022 13:40
4/1/2022 15:00	9489	7.017	39.51	761.1	636.8	0.285	0.887	0.372	29.92	4.759	121.5	8.25	6.903	55.61	0.254	7.017	4/1/2022 15:00	6.333	4/1/2022 14:40
4/1/2022 16:00	9490	6.708	40.26	761.3	453	0.201	0.942	0.372	29.92	12.48	321.6	8.15	297.4	55.79	0	7.288	4/1/2022 15:20	6.708	4/1/2022 16:00
4/1/2022 17:00	9491	6.852	39.48	761.8	255.3	0.115	1.011	0.372	29.93	6.228	354.6	6.121	66.55	63.73	0	7.053	4/1/2022 16:30	6.613	4/1/2022 16:50
4/1/2022 18:00	9492	5.153	61.54	761.6	121.6	0.059	1.088	0.372	29.92	3.431	158.9	4.289	65.99	70.64	0	6.75	4/1/2022 17:10	5.153	4/1/2022 18:00
4/1/2022 19:00	9493	3.618	66.01	761.3	13.36	0.005	1.174	0.372	29.93	0.828	244.5	2.548	242.1	29.02	0	5.427	4/1/2022 18:10	3.618	4/1/2022 19:00
4/1/2022 20:00	9494	2.301	73.98	761.4	0	0	1.251	0.372	29.93	2.775	55.07	1.026	216.5	89.6	0	2.901	4/1/2022 19:10	1.918	4/1/2022 19:40
4/1/2022 21:00	9495	1.929	73.58	762.1	0	0	1.328	0.372	29.93	3.029	296.3	2.524	308.9	58.18	0	2.677	4/1/2022 20:20	1.687	4/1/2022 20:50
4/1/2022 22:00	9496	0.942	83.1	761.7	0	0	1.4	0.373	29.95	2.096	315.1	2.522	315.1	54.93	0	1.897	4/1/2022 21:10	0.942	4/1/2022 21:50
4/1/2022 23:00	9497	-1.065	90.3	761.3	0	0	1.443	0.372	29.93	1.745	208.3	2.144	128.6	81.7	0	0.024	4/1/2022 22:10	-1.441	4/1/2022 22:50
4/2/2022 0:00	9498	-2.114	90.8	761.5	0	0	1.497	0.373	29.95	1.26	9.75	1.671	111	96.2	0	-1.54	4/1/2022 23:10	-2.763	4/1/2022 23:40
4/2/2022 1:00	9499	-2.93	95.6	761.4	0	0	1.527	0.373	29.95	2.042	104.1	0.976	56.89	38.71	0	-2.59	4/2/2022 0:30	-2.931	4/2/2022 0:50
4/2/2022 2:00	9500	-3.916	96.2	760.6	0	0	1.538	0.373	29.95	2.971	159.9	1.97	160.3	68.05	0	-2.824	4/2/2022 1:20	-3.916	4/2/2022 2:00
4/2/2022 3:00	9501	-4.287	97.9	760.3	0	0	1.552	0.373	29.95	0.68	203	0.98	264.8	54.83	0	-3.164	4/2/2022 2:10	-4.287	4/2/2022 3:00
4/2/2022 4:00	9502	-4.081	97.9	760.7	0	0	1.556	0.373	29.95	2.194	136.3	1.959	129.5	60.71	0	-3.944	4/2/2022 3:10	-4.935	4/2/2022 3:40
4/2/2022 5:00	9503	-3.739	97.6	760.7	0	0	1.547	0.373	29.95	1.926	180.7	1.909	227.5	78.99	0	-3.739	4/2/2022 5:00	-4.559	4/2/2022 4:40
4/2/2022 6:00	9504	-3.027	96.3	760.3	0.669	0	1.529	0.373	29.96	5.708	54.66	2.648	29.73	74.21	0	-2.925	4/2/2022 5:50	-3.91	4/2/2022 5:10
4/2/2022 7:00	9505	-2.521	94.7	760.2	92.3	0.048	1.508	0.373	29.95	2.447	306.8	2.212	114	89.6	0	-2.521	4/2/2022 7:00	-2.824	4/2/2022 6:10
4/2/2022 8:00	9506	-1.499	90.9	760.3	124.4	0.056	1.488	0.373	29.96	1.345	101.1	1.204	93.7	46.37	0	-1.499	4/2/2022 8:00	-2.248	4/2/2022 7:10
4/2/2022 9:00	9507	-0.993	96.5	760	284.9	0.13	1.464	0.373	29.96	1.945	91.8	2.842	95.4	11.89	0	-0.993	4/2/2022 9:00	-1.536	4/2/2022 8:20
4/2/2022 10:00	9508	0.574	95.7	759.6	353.1	0.155	1.444	0.373	29.95	3.465	132.3	2.155	113	21.23	0	0.574	4/2/2022 10:00	-0.689	4/2/2022 9:10
4/2/2022 11:00	9509	1.587	89.7	760.1	466.6	0.211	1.4	0.373	29.95	4.353	117.4	3.9	128.3	9.35	0.254	1.899	4/2/2022 10:50	0.813	4/2/2022 10:10
4/2/2022 12:00	9510	3.391	80.4	759.6	629.7	0.285	1.376	0.373	29.95	2.896	290.1	4.054	249	88.5	0	3.391	4/2/2022 12:00	1.585	4/2/2022 11:10
4/2/2022 13:00	9511	4.096	75.05	760	633.5	0.287	1.351	0.373	29.95	9.15	326	4.143	319.4	54.82	0	4.27	4/2/2022 12:30	3.592	4/2/2022 12:20
4/2/2022 14:00	9512	4.642	75.09	760.3	443.7	0.199	1.336	0.373	29.96	7.111	38.24	5.427	33.81	60.91	0	5.29	4/2/2022 13:40	4.369	4/2/2022 13:10
4/2/2022 15:00	9513	2.833	88.7	760.8	316.8	0.141	1.338	0.373	29.96	3.666	227.2	8.2	318	50.16	0.254	4.369	4/2/2022 14:30	2.833	4/2/2022 15:00
4/2/2022 16:00	9514	4.813	71.3	760.7	479.9	0.221	1.362	0.373	29.96	7.803	24.28	9.8	299.8	55.18	0.508	5.362	4/2/2022 15:40	2.766	4/2/2022 15:10
4/2/2022 17:00	9515	2.901	87.8	761.1	199.2	0.09	1.419	0.373	29.96	7.004	135.4	5.945	109.9	49.79	0.254	4.335	4/2/2022 16:10	2.901	4/2/2022 17:00
4/2/2022 18:00	9516	3.284	81.7	762.1	90.9	0.04	1.481	0.373	29.96	10.04	147.6	6.05	132.3	60.76	0.254	3.318	4/2/2022 17:30	2.84	4/2/2022 17:50
4/2/2022 19:00	9517	3.937	68.07	762.1	20.05	0.017	1.538	0.373	29.96	9.23	0.63	7.743	168.8	80.5	0.254	3.937	4/2/2022 19:00	2.911	4/2/2022 18:40
4/2/2022 20:00	9518	4.479	56.73	763.6	0	0	1.605	0.373	29.96	10.4	147	10.67	141.5	66.06	0	4.787	4/2/2022 19:40	4.04	4/2/2022 19:10
4/2/2022 21:00	9519	4.581	56.29	763.6	0	0	1.672	0.374	29.98	8.76	71.86	7.384	115.9	55.07	0	4.718	4/2/2022 20:10	4.103	4/2/2022 20:20
4/2/2022 22:00	9520	2.878	68.14	764.3	0	0	1.739	0.374	29.98	5.534	46.59	6.999	21.74	67.31	0	4.581	4/2/2022 21:10	2.878	4/2/2022 22:00
4/2/2022 23:00	9521	0.322	84	764.6	0	0	1.778	0.374	29.99	2.286	253.5	3.546	284.8	38.4	0	3.29	4/2/2022 22:10	0.322	4/2/2022 23:00
4/3/2022 0:00	9522	-0.519	87.2	765.1	0	0	1.835	0.374	29.99	1.825	235.3	2.56	232.3	37.81	0	0.156	4/2/2022 23:10	-0.519	4/3/2022 0:00
4/3/2022 1:00	9523	-0.922	91.4	765	0	0	1.865	0.374	29.99	2.027	136.7	2.101	234.1	64.59	0	-0.212	4/3/2022 0:10	-0.923	4/3/2022 0:50
4/3/2022 2:00	9524	-2.08	97.3	764.8	0	0	1.908	0.374	29.99	4.815	162.3	2.668	116.2	39.89	0	-1.093	4/3/2022 1:10	-2.217	4/3/2022 1:40
4/3/2022 3:00	9525	-2.761	98.1	765.3	0	0	1.918	0.374	29.99	1.893	208.2	1.873	197	77.08	0	-1.738	4/3/2022 2:10	-2.897	4/3/2022 2:50
4/3/2022 4:00	9526	-3.711	98.8	765.1	0	0	1.919	0.374	29.99	0.499	349.3	0.846	62.59	92.4	0	-3.17	4/3/2022 3:10	-3.711	4/3/2022 4:00
4/3/2022 5:00	9527	-4.799	98.4	764.6	0	0	1.925	0.374	29.99	2.066	216	1.035	181.2	59	0	-3.778	4/3/2022 4:20	-4.799	4/3/2022 5:00
4/3/2022 6:00	9528	-4.559	99.7	764.5	3.345	0.002	1.929	0.374	29.99	2.309	151.5	1.614	212.6	91.6	0	-3.944	4/3/2022 5:20	-4.764	4/3/2022 5:50
4/3/2022 7:00	9529	-3.807	99.6	764.7	72.92	0.031	1.911	0.374	29.99	2.571	85	2.574	118	40.1	0	-3.807	4/3/2022 7:00	-4.833	4/3/2022 6:20
4/3/2022 8:00	9530	-3.643	99.5	764.3	309	0.146	1.883	0.374	29.99	1.029	30.03	1.613	298.2	72.62	0	-3.64	4/3/2022 7:20	-3.95	4/3/2022 7:40
4/3/2022 9:00	9531	-1.365	99.8	763.4	714.2	0.347	1.86	0.374	29.99	0.256	52.87	1.53	64.96	48.58	0	-1.365	4/3/2022 9:00	-3.405	4/3/2022 8:10
4/3/2022 10:00	9532	2.169	84	763.1	1084	0.52	1.832	0.374	29.99	1.425	85.6	1.017	62.99	41.48	0.254	2.169	4/3/2022 10:00	-1.026	4/3/2022 9:10
4/3/2022 11:00	9533	5.361	56.15	761.8	1531	0.749	1.796	0.374	29.99	3.386	131.7	2.81	259.3	100	0	5.361	4/3/2022 11:00	2.337	4/3/2022 10:10
4/3/2022 12:00	9534	6.712	39.79	761.5	1679	0.817	1.757	0.374	29.99	8.9	37.26	8.38	22.97	70.93	0	6.712	4/3/2022 12:00	5.871	4/3/2022 11:10
4/3/2022 13:00	9535	7.663	35.52	760.4	985	0.463	1.742	0.374	29.99	7.877	311.1	10.86	50.45	69.64	0.254	7.697	4/3/2022 12:40	7.049	4/3/2022 12:20
4/3/2022 14:00	9536	8.06	36.7	759.5	1349	0.654	1.755	0.374	29.99	8.59	92.6	7.107	57.96	62.82	0	8.16	4/3/2022 13:50	7.593	4/3/2022 13:20
4/3/2022 15:00	9537	8.36	39.05	758.8	527.1	0.242	1.821	0.374	29.99	17.3	80.9	10.51	71.57	27.01	0.254	8.71	4/3/2022 14:30	8.23	4/3/2022 14:20
4/3/2022 16:00	9538	7.117	53.05	758.4	229.8	0.103	1.922	0.374	29.99	6.082	123.4	8.93	59.25	60.97	0	8.12	4/3/2022 15:10	7.117	4/3/2022 16:00
4/3/2022 17:00	9539	4.332	83.1	758.2	78.85	0.035	2.033	0.374	29.99	6.266	136.3	9.88	123	15.06	0	6.366	4/3/2022 16:10	4.332	4/3/2022 17:00
4/3/2022 18:00	9540	3.174	91.9	757.9	28.74	0.012	2.161	0.374	29.99	4.296	166.3	4.678	154.9	24.12	0	3.924	4/3/2022 17:10	3.174	4/3/2022 18:00
4/3/2022 19:00	9541	3.25	88.9	758.3	16.04	0.008	2.302	0.374	29.99	5.797	179.2	5.882	264.4	44.98	0.508	4.035	4/3/2022 18:50	2.771	4/3/2022 18:40
4/3/2022 20:00	9542	1.345	96.7	757.7	0.668	0	2.427	0.375	30	2.954	173.6	3.504	227.3	57.47	0.254	2.809	4/3/2022 19:20	1.345	4/3/2022 20:00
4/3/2022 21:00	9543	-0.213	98.5	758.1	0	0	2.537	0.375	30	6.416	163.3	3.871	146.1	38.07	0	0.696	4/3/2022 20:10	-0.213	4/3/2022 21:00
4/3/2022 22:00	9544	-0.075	99.1	757.5	0	0	2.647	0.375	30	2.938	3.492	3.655	0.644	54.25	0	0.266	4/3/2022 21:40	-0.348	4/3/2022 21:20
4/3/2022 23:00	9545	-0.997	99.5	756.4	0	0	2.725	0.375	30	2.488	7.081	1.971	303.2	80.1	0	0.164	4/3/2022 22:10	-0.997	4/3/2022 23:00
4/4/2022 0:00	9546	-1.775	100	755.9	0	0	2.802	0.375	30	3.204	148.3	2.157	191	90	0	-0.929	4/3/2022 23:10	-1.775	4/4/2022 0:00
4/4/2022 1:00	9547	-1.908	100	755.5	0	0	2.863	0.375	30.02	1.04	337.6	2.007	325.1	76.74	0	-1.362	4/4/2022 0:10	-1.908	4/4/2022 1:00
4/4/2022 2:00	9548	-2.114	100	754.5	0	0	2.919	0.375	30.02	4.99	317.9	2.677	243.4	72.07	0	-1.875	4/4/2022 1:10	-2.115	4/4/2022 1:50
4/4/2022 3:00	9549	-2.319	100	753.4	0	0	2.96	0.375	30	1.618	176.7	2.287	165.3	101.5	0	-2.25	4/4/2022 2:30	-2.455	4/4/2022 2:40
4/4/2022 4:00	9550	-1.875	100	752.5	0	0	2.979	0.375	30.02	2.633	170.1	2.716	175.7	70.2	0	-1.875	4/4/2022 4:00	-2.252	4/4/2022 3:10
4/4/2022 5:00	9551	-1.673	100	751.5	0	0	2.994	0.375	30.02	3.674	289.7	2.791	275.9	77.38	0	-1.636	4/4/2022 4:40	-1.807	4/4/2022 4:10
4/4/2022 6:00	9552	-1.23	100	750.5	0.669	0	2.993	0.375	30.02	2.09	298.2	3.119	135.7	84.8	0	-1.23	4/4/2022 6:00	-1.469	4/4/2022 5:10
4/4/2022 7:00	9553	-0.962	100	749.6	12.04	0.006	2.993	0.375	30	2.282	283.3	2.668	281.8	25.74	0.254	-0.962	4/4/2022 7:00	-1.231	4/4/2022 6:10
4/4/2022 8:00	9554	-0.656	100	749.2	30.76	0.015	2.993	0.375	30	0	346.1	0.512	323.8	0.037	1.524	-0.656	4/4/2022 8:00	-0.997	4/4/2022 7:10
4/4/2022 9:00	9555	-0.28	100	748	74.22	0.031	2.973	0.375	30	0.003	68.67	0	68.67	0.006	2.032	-0.28	4/4/2022 9:00	-0.622	4/4/2022 8:10
4/4/2022 10:00	9556	0.13	100	747	104.3	0.043	2.951	0.374	29.99	1.252	266.3	1.264	278.8	97	1.778	0.13	4/4/2022 10:00	-0.246	4/4/2022 9:10
4/4/2022 11:00	9557	0.568	100	747	173.8	0.091	2.929	0.374	29.99	1.79	8.34	1.374	329.2	84.9	1.016	0.672	4/4/2022 10:50	0.232	4/4/2022 10:10
4/4/2022 12:00	9558	0.907	100	746.2	231.3	0.107	2.899	0.374	29.99	1.314	162.1	1.425	221.7	80.3	2.032	0.907	4/4/2022 12:00	0.601	4/4/2022 11:30
4/4/2022 13:00	9559	1.009	99.4	746.2	679.9	0.304	2.862	0.374	29.99	5.544	119.9	2.877	103.8	82.7	3.302	1.079	4/4/2022 12:50	0.804	4/4/2022 12:30
4/4/2022 14:00	9560	2.506	94.9	744.8	508	0.23	2.818	0.374	29.99	8.04	55.8	6.215	100.4	68.06	0.762	2.677	4/4/2022 13:50	1.448	4/4/2022 13:20
4/4/2022 15:00	9561	5.906	55.22	745.3	176.5	0.074	2.798	0.374	29.99	16.07	144.3	13.57	192.1	90.7	0.254	7.149	4/4/2022 14:20	5.906	4/4/2022 15:00
4/4/2022 16:00	9562	3.796	75.17	745.6	267.4	0.119	2.76	0.375	30	7.596	195.7	12.79	293	71.84	4.572	4.881	4/4/2022 15:10	3.796	4/4/2022 16:00
4/4/2022 17:00	9563	4.642	59.32	745.2	96.2	0.045	2.732	0.374	29.99	17.15	207	13.47	289.6	68.71	0	5.939	4/4/2022 16:30	4.642	4/4/2022 17:00
4/4/2022 18:00	9564	4.471	51.47	746.6	115	0.056	2.719	0.375	30	14.77	111.1	15.36	211.3	49.81	0	4.983	4/4/2022 17:20	3.891	4/4/2022 17:10
4/4/2022 19:00	9565	4.683	44.14	747.5	10.7	0.003	2.693	0.375	30	15	251.6	15.33	286.3	39.72	0	4.683	4/4/2022 19:00	3.586	4/4/2022 18:20
4/4/2022 20:00	9566	0.252	89.2	748.8	0	0	2.675	0.375	30	9.69	284.2	16.89	274.4	54.22	0	4.513	4/4/2022 19:10	0.249	4/4/2022 19:50
4/4/2022 21:00	9567	-0.076	90.3	750	0	0	2.661	0.375	30	21.57	318.1	18.83	319.5	13.39	0	0.151	4/4/2022 20:20	-0.183	4/4/2022 20:40
4/4/2022 22:00	9568	0.198	86	750	0	0	2.647	0.375	30.02	8.55	159.4	10.28	124.3	90.9	0	0.198	4/4/2022 22:00	-0.69	4/4/2022 21:50
4/4/2022 23:00	9569	2.076	62.84	750	0	0	2.628	0.375	30.02	12.84	91.8	12.88	189.1	81.4	0	2.076	4/4/2022 22:40	0.984	4/4/2022 22:10
4/5/2022 0:00	9570	2.316	54.37	751	0	0	2.605	0.375	30.02	13.74	262.6	13.84	238.1	94.7	0	2.384	4/4/2022 23:50	2.179	4/4/2022 23:10
4/5/2022 1:00	9571	2.347	51.09	751.2	0	0	2.585	0.375	30.02	13.71	240.9	13.1	282.1	48.63	0	2.35	4/5/2022 0:30	2.145	4/5/2022 0:20
4/5/2022 2:00	9572	1.934	51.56	752	0	0	2.547	0.375	30.02	6.843	269.8	10.92	209.1	64.86	0	2.245	4/5/2022 1:10	1.934	4/5/2022 2:00
4/5/2022 3:00	9573	1.422	54.88	753	0	0	2.528	0.375	30.02	19.95	234.5	14.35	279.1	63.38	0	2.004	4/5/2022 2:10	1.422	4/5/2022 3:00
4/5/2022 4:00	9574	1.052	57.34	753.7	0	0	2.49	0.375	30.02	13.17	284.9	13.62	247.6	45.41	0	1.354	4/5/2022 3:10	1.051	4/5/2022 3:40
4/5/2022 5:00	9575	0.847	58.54	755.1	0	0	2.452	0.375	30.02	11.19	200.2	14.64	233.4	57.55	0	1.189	4/5/2022 4:20	0.847	4/5/2022 5:00
4/5/2022 6:00	9576	0.813	56.42	755.8	2.006	0.001	2.423	0.375	30.02	11.01	269.1	11.82	271.7	32.79	0	0.984	4/5/2022 5:20	0.779	4/5/2022 5:50
4/5/2022 7:00	9577	0.949	54.78	756.2	87.6	0.038	2.376	0.376	30.03	14.54	209.3	13.73	181.4	37.67	0	0.949	4/5/2022 7:00	0.608	4/5/2022 6:20
4/5/2022 8:00	9578	1.257	52.15	757.5	262.1	0.119	2.347	0.376	30.03	7.144	189.7	11.19	223.7	38.63	0	1.257	4/5/2022 8:00	0.915	4/5/2022 7:10
4/5/2022 9:00	9579	1.354	51.63	757.7	354.3	0.156	2.308	0.376	30.03	8.54	108.5	10.94	187.6	66.31	0	1.354	4/5/2022 9:00	1.154	4/5/2022 8:10
4/5/2022 10:00	9580	1.994	50.12	758.7	699.2	0.332	2.266	0.376	30.03	11.89	194.2	10.55	216	63.74	0	1.994	4/5/2022 10:00	1.454	4/5/2022 9:20
4/5/2022 11:00	9581	2.13	53.94	759.1	1340	0.671	2.226	0.376	30.03	9.27	220.2	11.9	218.1	47.6	0	2.13	4/5/2022 10:30	1.892	4/5/2022 10:10
4/5/2022 12:00	9582	2.526	50.85	760.1	1368	0.674	2.182	0.376	30.04	10.04	339.9	12.67	278.8	79.55	0	3.044	4/5/2022 11:30	2.526	4/5/2022 12:00
4/5/2022 13:00	9583	2.389	56.76	760.6	649.6	0.305	2.143	0.376	30.04	3.94	290.7	6.156	351.3	85.3	0	2.423	4/5/2022 12:10	1.672	4/5/2022 12:30
4/5/2022 14:00	9584	2.765	56.21	760.8	556.1	0.26	2.106	0.377	30.06	4.58	46.77	4.883	348.6	93.4	0	3.003	4/5/2022 13:50	2.662	4/5/2022 13:10
4/5/2022 15:00	9585	3.276	49.66	761.4	346.2	0.159	2.079	0.377	30.06	9.66	164.3	7.283	177.9	51.7	0	3.276	4/5/2022 15:00	2.969	4/5/2022 14:10
4/5/2022 16:00	9586	4.164	41.19	762.2	308.1	0.143	2.07	0.377	30.06	4.723	118.5	9.76	175.2	56.74	0	4.164	4/5/2022 16:00	3.516	4/5/2022 15:10
4/5/2022 17:00	9587	3.959	43.24	762.7	213.9	0.098	2.059	0.377	30.06	7.289	6.106	8.11	259.9	62.41	0	4.027	4/5/2022 16:10	3.72	4/5/2022 16:30
4/5/2022 18:00	9588	4.165	42.9	762.7	108.3	0.048	2.071	0.376	30.04	9.77	226.2	7.85	191.1	31.15	0	4.165	4/5/2022 18:00	3.959	4/5/2022 17:10
4/5/2022 19:00	9589	3.83	47.82	764	12.7	0.004	2.092	0.377	30.06	6.963	165.3	8.23	212.4	54.16	0	4.2	4/5/2022 18:10	3.83	4/5/2022 19:00
4/5/2022 20:00	9590	3.288	52.27	764.5	0.668	0	2.112	0.377	30.07	6.815	30.27	6.578	96.5	67.14	0.254	3.693	4/5/2022 19:20	3.288	4/5/2022 20:00
4/5/2022 21:00	9591	3.974	47.56	764.9	0	0	2.131	0.377	30.06	8.96	206.3	7.239	356.8	93.5	0	3.974	4/5/2022 21:00	3.018	4/5/2022 20:20
4/5/2022 22:00	9592	3.086	56.54	765.8	0	0	2.159	0.377	30.07	5.66	351.6	7.887	92.8	65.31	0	3.803	4/5/2022 21:10	3.086	4/5/2022 22:00
4/5/2022 23:00	9593	3.394	51.93	765.7	0	0	2.188	0.377	30.07	7.576	84.3	5.425	37.18	80.9	0	3.701	4/5/2022 22:30	2.745	4/5/2022 22:40
4/6/2022 0:00	9594	2.404	60.46	766.8	0	0	2.197	0.377	30.07	3.245	169.3	4.937	202.1	90.1	0	2.882	4/5/2022 23:30	2.404	4/6/2022 0:00
4/6/2022 1:00	9595	1.929	67.91	767.2	0	0	2.218	0.377	30.07	3.081	335.2	3.001	38.35	62.1	0	2.54	4/6/2022 0:30	1.859	4/6/2022 0:50
4/6/2022 2:00	9596	1.83	68.7	767.9	0	0	2.24	0.378	30.08	9.73	35.54	6.802	36.41	53.24	0	2.955	4/6/2022 1:10	1.625	4/6/2022 1:50
4/6/2022 3:00	9597	1.118	73.49	768.6	0	0	2.26	0.378	30.08	3.239	174.4	3.364	169.6	94.2	0	1.798	4/6/2022 2:40	1.118	4/6/2022 3:00
4/6/2022 4:00	9598	0.574	79.71	768.7	0	0	2.261	0.378	30.08	1.359	297.9	2.423	272.6	52.12	0	1.016	4/6/2022 3:20	0.574	4/6/2022 4:00
4/6/2022 5:00	9599	0.915	75.61	769.8	0	0	2.265	0.378	30.08	3.744	234	2.698	158	80.4	0	0.915	4/6/2022 5:00	0.642	4/6/2022 4:30
4/6/2022 6:00	9600	0.915	76.13	770.4	3.343	0.001	2.264	0.378	30.08	3.964	219.5	2.882	311.6	60.48	0	1.189	4/6/2022 5:30	0.505	4/6/2022 5:40
4/6/2022 7:00	9601	0.915	70.59	770.4	73.55	0.028	2.265	0.378	30.1	6.201	292.1	4.871	270.9	93.2	0	1.291	4/6/2022 6:50	0.71	4/6/2022 6:10
4/6/2022 8:00	9602	1.667	64.28	771.6	216.7	0.092	2.266	0.378	30.08	6.706	37.44	4.184	320.1	73.35	0	1.872	4/6/2022 7:50	0.642	4/6/2022 7:20
4/6/2022 9:00	9603	2.246	62.5	771.8	248.7	0.1	2.242	0.378	30.1	4.638	25.29	6.113	0.12	23.01	0	2.246	4/6/2022 9:00	1.667	4/6/2022 8:10
4/6/2022 10:00	9604	3.429	54.73	772.1	1036	0.493	2.239	0.378	30.1	7.475	20.02	7.084	42.14	25.97	0	3.429	4/6/2022 10:00	2.277	4/6/2022 9:10
4/6/2022 11:00	9605	4.915	42.19	771.8	2017	1.015	2.222	0.378	30.08	14.66	164.7	9.59	136.2	63.36	0	4.958	4/6/2022 10:40	4.247	4/6/2022 10:20
4/6/2022 12:00	9606	5.357	42.9	771.9	1908	0.966	2.215	0.378	30.08	6.345	189.1	10.07	187.4	33.4	0	6.007	4/6/2022 11:20	5.017	4/6/2022 11:40
4/6/2022 13:00	9607	6.298	34.94	772.2	2044	1.038	2.211	0.378	30.1	6.056	321.9	6.584	321	31.58	0	6.298	4/6/2022 13:00	5.49	4/6/2022 12:10
4/6/2022 14:00	9608	6.829	36.02	771.7	1601	0.794	2.242	0.378	30.1	10.67	310.4	8.72	254	84	0	7.516	4/6/2022 13:40	6.639	4/6/2022 13:10
4/6/2022 15:00	9609	7.681	29.3	771.5	1681	0.857	2.308	0.378	30.1	8.67	349.9	8.89	222.3	101.9	0	7.783	4/6/2022 14:20	7.135	4/6/2022 14:40
4/6/2022 16:00	9610	7.954	27.9	771.4	1229	0.626	2.413	0.378	30.1	12.23	303.2	10.35	328.3	31.82	0.254	8.33	4/6/2022 15:50	7.715	4/6/2022 15:20
4/6/2022 17:00	9611	8.87	24.32	771.2	581.2	0.287	2.547	0.378	30.1	11.03	170.3	9.18	284.9	52.56	0	9.25	4/6/2022 16:20	8.5	4/6/2022 16:50
4/6/2022 18:00	9612	5.006	43.67	771.9	90.9	0.022	2.706	0.379	30.11	3.187	182.3	3.452	150.4	37.89	0	7.681	4/6/2022 17:10	4.933	4/6/2022 17:50
4/6/2022 19:00	9613	2.496	64.38	771.9	26.74	0.008	2.86	0.378	30.1	3.265	322.3	2.422	270.2	32.26	0	3.989	4/6/2022 18:10	2.496	4/6/2022 19:00
4/6/2022 20:00	9614	0.091	76.53	772.7	0	0	3.022	0.379	30.12	3.069	310.7	1.093	179.7	97	0	2.192	4/6/2022 19:10	0.091	4/6/2022 20:00
